Time,Usage in MHz for R02,Usage for R02,
2022-03-20T10:00:00.000Z,68426,38,1
2022-03-20T12:00:00.000Z,67742,37,63
2022-03-20T14:00:00.000Z,69084,38,38
2022-03-20T16:00:00.000Z,72150,40,8
2022-03-20T18:00:00.000Z,70935,39,4
2022-03-20T20:00:00.000Z,70460,39,14
2022-03-20T22:00:00.000Z,72070,40,3
2022-03-21T00:00:00.000Z,65936,36,63
2022-03-21T02:00:00.000Z,66534,36,96
2022-03-21T04:00:00.000Z,85161,47,31
2022-03-21T06:00:00.000Z,108177,60,9
2022-03-21T08:00:00.000Z,132278,73,48
2022-03-21T10:00:00.000Z,130447,72,47
2022-03-21T12:00:00.000Z,125493,69,71
2022-03-21T14:00:00.000Z,106574,59,2
2022-03-21T16:00:00.000Z,87238,48,46
2022-03-21T18:00:00.000Z,80947,44,97
2022-03-21T20:00:00.000Z,78603,43,66
2022-03-21T22:00:00.000Z,72724,40,4
2022-03-22T00:00:00.000Z,68150,37,86
2022-03-22T02:00:00.000Z,68435,38,1
2022-03-22T04:00:00.000Z,79630,44,23
2022-03-22T06:00:00.000Z,110015,61,11
2022-03-22T08:00:00.000Z,126859,70,47
2022-03-22T10:00:00.000Z,130006,72,22
2022-03-22T12:00:00.000Z,128359,71,31
2022-03-22T14:00:00.000Z,104967,58,31
2022-03-22T16:00:00.000Z,86286,47,93
2022-03-22T18:00:00.000Z,79001,43,88
2022-03-22T20:00:00.000Z,74915,41,61
2022-03-22T22:00:00.000Z,68519,38,6
2022-03-23T00:00:00.000Z,67045,37,24
2022-03-23T02:00:00.000Z,66503,36,94
2022-03-23T04:00:00.000Z,79635,44,24
2022-03-23T06:00:00.000Z,107254,59,58
2022-03-23T08:00:00.000Z,129373,71,87
2022-03-23T10:00:00.000Z,129575,71,98
2022-03-23T12:00:00.000Z,122259,67,92
2022-03-23T14:00:00.000Z,106540,59,18
2022-03-23T16:00:00.000Z,89481,49,71
2022-03-23T18:00:00.000Z,82167,45,64
2022-03-23T20:00:00.000Z,74613,41,45
2022-03-23T22:00:00.000Z,74466,41,37
2022-03-24T00:00:00.000Z,72992,40,55
2022-03-24T02:00:00.000Z,74369,41,31
2022-03-24T04:00:00.000Z,83619,46,45
2022-03-24T06:00:00.000Z,113969,63,31
2022-03-24T08:00:00.000Z,138523,76,95
2022-03-24T10:00:00.000Z,137093,76,16
2022-03-24T12:00:00.000Z,128477,71,37
2022-03-24T14:00:00.000Z,115112,63,95
2022-03-24T16:00:00.000Z,89797,49,88
2022-03-24T18:00:00.000Z,76533,42,51
2022-03-24T20:00:00.000Z,70072,38,92
2022-03-24T22:00:00.000Z,68207,37,89
2022-03-25T00:00:00.000Z,65350,36,3
2022-03-25T02:00:00.000Z,66726,37,7
2022-03-25T04:00:00.000Z,80661,44,81
2022-03-25T06:00:00.000Z,105525,58,62
2022-03-25T08:00:00.000Z,128147,71,19
2022-03-25T10:00:00.000Z,126766,70,42
2022-03-25T12:00:00.000Z,116510,64,72
2022-03-25T14:00:00.000Z,99328,55,18
2022-03-25T16:00:00.000Z,79878,44,37
2022-03-25T18:00:00.000Z,73751,40,97
2022-03-25T20:00:00.000Z,70800,39,33
2022-03-25T22:00:00.000Z,70135,38,96
2022-03-26T00:00:00.000Z,69510,38,61
2022-03-26T02:00:00.000Z,68387,37,99
2022-03-26T04:00:00.000Z,70301,39,5
2022-03-26T06:00:00.000Z,75394,41,88
2022-03-26T08:00:00.000Z,79599,44,22
2022-03-26T10:00:00.000Z,80013,44,45
2022-03-26T12:00:00.000Z,78462,43,59
2022-03-26T14:00:00.000Z,77728,43,18
2022-03-26T16:00:00.000Z,78383,43,54
2022-03-26T18:00:00.000Z,77398,42,99
2022-03-26T20:00:00.000Z,77400,43,
2022-03-26T22:00:00.000Z,77895,43,27
2022-03-27T00:00:00.000Z,77334,42,96
2022-03-27T02:00:00.000Z,73977,41,9
2022-03-27T04:00:00.000Z,77326,42,95
2022-03-27T06:00:00.000Z,78220,43,45
2022-03-27T08:00:00.000Z,76641,42,57
2022-03-27T10:00:00.000Z,72941,40,52
2022-03-27T12:00:00.000Z,72498,40,27
2022-03-27T14:00:00.000Z,75919,42,17
2022-03-27T16:00:00.000Z,78201,43,44
2022-03-27T18:00:00.000Z,79467,44,14
2022-03-27T20:00:00.000Z,78642,43,69
2022-03-27T22:00:00.000Z,80732,44,85
2022-03-28T00:00:00.000Z,76745,42,63
2022-03-28T02:00:00.000Z,76847,42,69
2022-03-28T04:00:00.000Z,99209,55,11
2022-03-28T06:00:00.000Z,130085,72,26
2022-03-28T08:00:00.000Z,121110,67,28
2022-03-28T10:00:00.000Z,135427,75,23
2022-03-28T12:00:00.000Z,128232,71,24
2022-03-28T14:00:00.000Z,99189,55,1
2022-03-28T16:00:00.000Z,88454,49,14
2022-03-28T18:00:00.000Z,81574,45,31
2022-03-28T20:00:00.000Z,78146,43,41
2022-03-28T22:00:00.000Z,77294,42,94
2022-03-29T00:00:00.000Z,74566,41,42
2022-03-29T02:00:00.000Z,75625,42,1
2022-03-29T04:00:00.000Z,98988,54,99
2022-03-29T06:00:00.000Z,128865,71,59
2022-03-29T08:00:00.000Z,134201,74,55
2022-03-29T10:00:00.000Z,133749,74,3
2022-03-29T12:00:00.000Z,112063,62,25
2022-03-29T14:00:00.000Z,91087,50,6
2022-03-29T16:00:00.000Z,86285,47,93
2022-03-29T18:00:00.000Z,79280,44,4
2022-03-29T20:00:00.000Z,76137,42,29
2022-03-29T22:00:00.000Z,76640,42,57
2022-03-30T00:00:00.000Z,73018,40,56
2022-03-30T02:00:00.000Z,74909,41,61
2022-03-30T04:00:00.000Z,96695,53,71
2022-03-30T06:00:00.000Z,123931,68,85
2022-03-30T08:00:00.000Z,112330,62,4
2022-03-30T10:00:00.000Z,110144,61,19
2022-03-30T12:00:00.000Z,105573,58,65
2022-03-30T14:00:00.000Z,98215,54,56
2022-03-30T16:00:00.000Z,91835,51,1
2022-03-30T18:00:00.000Z,85566,47,53
2022-03-30T20:00:00.000Z,84273,46,81
2022-03-30T22:00:00.000Z,86341,47,96
2022-03-31T00:00:00.000Z,81113,45,6
2022-03-31T02:00:00.000Z,79762,44,31
2022-03-31T04:00:00.000Z,94080,52,26
2022-03-31T06:00:00.000Z,117150,65,8
2022-03-31T08:00:00.000Z,107381,59,65
2022-03-31T10:00:00.000Z,133285,74,4
2022-03-31T12:00:00.000Z,119487,66,38
2022-03-31T14:00:00.000Z,102412,56,89
2022-03-31T16:00:00.000Z,94744,52,63
2022-03-31T18:00:00.000Z,89750,49,86
2022-03-31T20:00:00.000Z,84962,47,2
2022-03-31T22:00:00.000Z,83070,46,15
2022-04-01T00:00:00.000Z,82868,46,3
2022-04-01T02:00:00.000Z,81681,45,37
2022-04-01T04:00:00.000Z,105156,58,42
2022-04-01T06:00:00.000Z,133451,74,13
2022-04-01T08:00:00.000Z,135400,75,22
2022-04-01T10:00:00.000Z,132038,73,35
2022-04-01T12:00:00.000Z,122837,68,24
2022-04-01T14:00:00.000Z,96904,53,83
2022-04-01T16:00:00.000Z,88670,49,26
2022-04-01T18:00:00.000Z,83113,46,17
2022-04-01T20:00:00.000Z,79720,44,28
2022-04-01T22:00:00.000Z,82591,45,88
2022-04-02T00:00:00.000Z,80005,44,44
2022-04-02T02:00:00.000Z,79384,44,1
2022-04-02T04:00:00.000Z,84311,46,83
2022-04-02T06:00:00.000Z,93624,52,1
2022-04-02T08:00:00.000Z,88752,49,3
2022-04-02T10:00:00.000Z,89722,49,84
2022-04-02T12:00:00.000Z,88549,49,19
2022-04-02T14:00:00.000Z,89497,49,72
2022-04-02T16:00:00.000Z,88853,49,36
2022-04-02T18:00:00.000Z,88000,48,88
2022-04-02T20:00:00.000Z,85786,47,65
2022-04-02T22:00:00.000Z,85580,47,54
2022-04-03T00:00:00.000Z,83624,46,45
2022-04-03T02:00:00.000Z,79811,44,33
2022-04-03T04:00:00.000Z,83602,46,44
2022-04-03T06:00:00.000Z,83146,46,19
2022-04-03T08:00:00.000Z,83785,46,54
2022-04-03T10:00:00.000Z,86706,48,17
2022-04-03T12:00:00.000Z,86086,47,82
2022-04-03T14:00:00.000Z,88255,49,3
2022-04-03T16:00:00.000Z,89007,49,44
2022-04-03T18:00:00.000Z,86161,47,86
2022-04-03T20:00:00.000Z,84923,47,17
2022-04-03T22:00:00.000Z,86244,47,91
2022-04-04T00:00:00.000Z,84084,46,71
2022-04-04T02:00:00.000Z,81942,45,52
2022-04-04T04:00:00.000Z,106516,59,17
2022-04-04T06:00:00.000Z,140626,78,12
2022-04-04T08:00:00.000Z,146997,81,66
2022-04-04T10:00:00.000Z,144907,80,5
2022-04-04T12:00:00.000Z,138558,76,97
2022-04-04T14:00:00.000Z,108841,60,46
2022-04-04T16:00:00.000Z,96591,53,66
2022-04-04T18:00:00.000Z,93536,51,96
2022-04-04T20:00:00.000Z,90529,50,29
2022-04-04T22:00:00.000Z,86452,48,2
2022-04-05T00:00:00.000Z,84748,47,8
2022-04-05T02:00:00.000Z,83010,46,11
2022-04-05T04:00:00.000Z,109927,61,7
2022-04-05T06:00:00.000Z,145400,80,77
2022-04-05T08:00:00.000Z,154228,85,68
2022-04-05T10:00:00.000Z,149712,83,17
2022-04-05T12:00:00.000Z,134334,74,63
2022-04-05T14:00:00.000Z,104210,57,89
2022-04-05T16:00:00.000Z,94230,52,35
2022-04-05T18:00:00.000Z,88002,48,89
2022-04-05T20:00:00.000Z,82777,45,98
2022-04-05T22:00:00.000Z,82145,45,63
2022-04-06T00:00:00.000Z,81602,45,33
2022-04-06T02:00:00.000Z,83299,46,27
2022-04-06T04:00:00.000Z,113323,62,95
2022-04-06T06:00:00.000Z,144617,80,34
2022-04-06T08:00:00.000Z,144868,80,48
2022-04-06T10:00:00.000Z,145854,81,3
2022-04-06T12:00:00.000Z,135884,75,49
2022-04-06T14:00:00.000Z,103986,57,77
2022-04-06T16:00:00.000Z,95888,53,27
2022-04-06T18:00:00.000Z,98022,54,45
2022-04-06T20:00:00.000Z,94813,52,67
2022-04-06T22:00:00.000Z,97334,54,7
2022-04-07T00:00:00.000Z,92683,51,49
2022-04-07T02:00:00.000Z,94852,52,69
2022-04-07T04:00:00.000Z,118539,65,85
2022-04-07T06:00:00.000Z,152539,84,74
2022-04-07T08:00:00.000Z,146075,81,15
2022-04-07T10:00:00.000Z,132947,73,85
2022-04-07T12:00:00.000Z,132627,73,68
2022-04-07T14:00:00.000Z,113383,62,99
2022-04-07T16:00:00.000Z,104508,58,6
2022-04-07T18:00:00.000Z,105785,58,76
2022-04-07T20:00:00.000Z,94087,52,27
2022-04-07T22:00:00.000Z,88053,48,91
2022-04-08T00:00:00.000Z,86557,48,8
2022-04-08T02:00:00.000Z,86509,48,6
2022-04-08T04:00:00.000Z,109150,60,63
2022-04-08T06:00:00.000Z,138649,77,2
2022-04-08T08:00:00.000Z,137389,76,32
2022-04-08T10:00:00.000Z,139646,77,58
2022-04-08T12:00:00.000Z,117806,65,44
2022-04-08T14:00:00.000Z,94388,52,43
2022-04-08T16:00:00.000Z,85061,47,25
2022-04-08T18:00:00.000Z,81447,45,24
2022-04-08T20:00:00.000Z,81833,45,46
2022-04-08T22:00:00.000Z,81070,45,3
2022-04-09T00:00:00.000Z,83205,46,22
2022-04-09T02:00:00.000Z,78969,43,87
2022-04-09T04:00:00.000Z,83039,46,13
2022-04-09T06:00:00.000Z,89995,49,99
2022-04-09T08:00:00.000Z,85226,47,34
2022-04-09T10:00:00.000Z,88780,49,32
2022-04-09T12:00:00.000Z,89662,49,81
2022-04-09T14:00:00.000Z,87454,48,58
2022-04-09T16:00:00.000Z,86459,48,3
2022-04-09T18:00:00.000Z,86988,48,32
2022-04-09T20:00:00.000Z,88512,49,17
2022-04-09T22:00:00.000Z,90095,50,5
2022-04-10T00:00:00.000Z,89526,49,73
2022-04-10T02:00:00.000Z,82347,45,74
2022-04-10T04:00:00.000Z,86420,48,1
2022-04-10T06:00:00.000Z,92250,51,25
2022-04-10T08:00:00.000Z,89980,49,98
2022-04-10T10:00:00.000Z,89963,49,97
2022-04-10T12:00:00.000Z,87086,48,38
2022-04-10T14:00:00.000Z,89536,49,74
2022-04-10T16:00:00.000Z,89914,49,95
2022-04-10T18:00:00.000Z,86568,48,9
2022-04-10T20:00:00.000Z,88144,48,96
2022-04-10T22:00:00.000Z,89391,49,66
2022-04-11T00:00:00.000Z,86525,48,6
2022-04-11T02:00:00.000Z,86599,48,11
2022-04-11T04:00:00.000Z,114431,63,57
2022-04-11T06:00:00.000Z,145329,80,73
2022-04-11T08:00:00.000Z,149186,82,88
2022-04-11T10:00:00.000Z,149211,82,89
2022-04-11T12:00:00.000Z,132129,73,4
2022-04-11T14:00:00.000Z,103239,57,35
2022-04-11T16:00:00.000Z,95586,53,1
2022-04-11T18:00:00.000Z,90380,50,21
2022-04-11T20:00:00.000Z,84951,47,19
2022-04-11T22:00:00.000Z,85616,47,56
2022-04-12T00:00:00.000Z,85847,47,69
2022-04-12T02:00:00.000Z,87466,48,59
2022-04-12T04:00:00.000Z,110286,61,27
2022-04-12T06:00:00.000Z,138615,77,
2022-04-12T08:00:00.000Z,139214,77,34
2022-04-12T10:00:00.000Z,,,
2022-04-12T12:00:00.000Z,,,
