Time,Usage in MHz for R02,Usage for R02,
2021-06-14T00:00:00.000Z,31972,17,76
2021-06-15T00:00:00.000Z,31270,17,37
2021-06-16T00:00:00.000Z,31455,17,47
2021-06-17T00:00:00.000Z,31514,17,5
2021-06-18T00:00:00.000Z,32423,18,1
2021-06-19T00:00:00.000Z,31362,17,42
2021-06-20T00:00:00.000Z,31449,17,47
2021-06-21T00:00:00.000Z,30384,16,88
2021-06-22T00:00:00.000Z,34408,19,11
2021-06-23T00:00:00.000Z,31193,17,32
2021-06-24T00:00:00.000Z,33285,18,49
2021-06-25T00:00:00.000Z,32423,18,1
2021-06-26T00:00:00.000Z,33627,18,68
2021-06-27T00:00:00.000Z,32284,17,93
2021-06-28T00:00:00.000Z,33111,18,39
2021-06-29T00:00:00.000Z,33484,18,6
2021-06-30T00:00:00.000Z,34088,18,93
2021-07-01T00:00:00.000Z,33283,18,49
2021-07-02T00:00:00.000Z,37446,20,8
2021-07-03T00:00:00.000Z,37691,20,93
2021-07-04T00:00:00.000Z,37758,20,97
2021-07-05T00:00:00.000Z,36990,20,55
2021-07-06T00:00:00.000Z,43181,23,98
2021-07-07T00:00:00.000Z,44357,24,64
2021-07-08T00:00:00.000Z,45920,25,51
2021-07-09T00:00:00.000Z,43612,24,22
2021-07-10T00:00:00.000Z,45044,25,2
2021-07-11T00:00:00.000Z,42956,23,86
2021-07-12T00:00:00.000Z,43747,24,3
2021-07-13T00:00:00.000Z,43146,23,97
2021-07-14T00:00:00.000Z,44132,24,51
2021-07-15T00:00:00.000Z,43841,24,35
2021-07-16T00:00:00.000Z,44544,24,74
2021-07-17T00:00:00.000Z,43205,24,
2021-07-18T00:00:00.000Z,42663,23,7
2021-07-19T00:00:00.000Z,42254,23,47
2021-07-20T00:00:00.000Z,47558,26,42
2021-07-21T00:00:00.000Z,43056,23,92
2021-07-22T00:00:00.000Z,45077,25,4
2021-07-23T00:00:00.000Z,39592,21,99
2021-07-24T00:00:00.000Z,42600,23,66
2021-07-25T00:00:00.000Z,39327,21,84
2021-07-26T00:00:00.000Z,41524,23,6
2021-07-27T00:00:00.000Z,41582,23,1
2021-07-28T00:00:00.000Z,45797,25,44
2021-07-29T00:00:00.000Z,44367,24,64
2021-07-30T00:00:00.000Z,39854,22,14
2021-07-31T00:00:00.000Z,40375,22,43
2021-08-01T00:00:00.000Z,41832,23,24
2021-08-02T00:00:00.000Z,40659,22,58
2021-08-03T00:00:00.000Z,45071,25,3
2021-08-04T00:00:00.000Z,41674,23,15
2021-08-05T00:00:00.000Z,44650,24,8
2021-08-06T00:00:00.000Z,42624,23,68
2021-08-07T00:00:00.000Z,46191,25,66
2021-08-08T00:00:00.000Z,42465,23,59
2021-08-09T00:00:00.000Z,44351,24,63
2021-08-10T00:00:00.000Z,44228,24,57
2021-08-11T00:00:00.000Z,48845,27,13
2021-08-12T00:00:00.000Z,49541,27,52
2021-08-13T00:00:00.000Z,51988,28,88
2021-08-14T00:00:00.000Z,45843,25,46
2021-08-15T00:00:00.000Z,48473,26,92
2021-08-16T00:00:00.000Z,46686,25,93
2021-08-17T00:00:00.000Z,55908,31,6
2021-08-18T00:00:00.000Z,56400,31,33
2021-08-19T00:00:00.000Z,59302,32,94
2021-08-20T00:00:00.000Z,50730,28,18
2021-08-21T00:00:00.000Z,52255,29,3
2021-08-22T00:00:00.000Z,48259,26,81
2021-08-23T00:00:00.000Z,49210,27,33
2021-08-24T00:00:00.000Z,49721,27,62
2021-08-25T00:00:00.000Z,51739,28,74
2021-08-26T00:00:00.000Z,57804,32,11
2021-08-27T00:00:00.000Z,54700,30,38
2021-08-28T00:00:00.000Z,54423,30,23
2021-08-29T00:00:00.000Z,55216,30,67
2021-08-30T00:00:00.000Z,53164,29,53
2021-08-31T00:00:00.000Z,58901,32,72
2021-09-01T00:00:00.000Z,53081,29,48
2021-09-02T00:00:00.000Z,60231,33,46
2021-09-03T00:00:00.000Z,60440,33,57
2021-09-04T00:00:00.000Z,61583,34,21
2021-09-05T00:00:00.000Z,57342,31,85
2021-09-06T00:00:00.000Z,59823,33,23
2021-09-07T00:00:00.000Z,58973,32,76
2021-09-08T00:00:00.000Z,60359,33,53
2021-09-09T00:00:00.000Z,61401,34,11
2021-09-10T00:00:00.000Z,61352,34,8
2021-09-11T00:00:00.000Z,57216,31,78
2021-09-12T00:00:00.000Z,58032,32,24
2021-09-13T00:00:00.000Z,55616,30,89
2021-09-14T00:00:00.000Z,61773,34,31
2021-09-15T00:00:00.000Z,61007,33,89
2021-09-16T00:00:00.000Z,61846,34,35
2021-09-17T00:00:00.000Z,57365,31,86
2021-09-18T00:00:00.000Z,58132,32,29
2021-09-19T00:00:00.000Z,54131,30,7
2021-09-20T00:00:00.000Z,56332,31,29
2021-09-21T00:00:00.000Z,58627,32,57
2021-09-22T00:00:00.000Z,61135,33,96
2021-09-23T00:00:00.000Z,59769,33,2
2021-09-24T00:00:00.000Z,62532,34,74
2021-09-25T00:00:00.000Z,62607,34,78
2021-09-26T00:00:00.000Z,61383,34,1
2021-09-27T00:00:00.000Z,58960,32,75
2021-09-28T00:00:00.000Z,65623,36,45
2021-09-29T00:00:00.000Z,63450,35,25
2021-09-30T00:00:00.000Z,63067,35,3
2021-10-01T00:00:00.000Z,59817,33,23
2021-10-02T00:00:00.000Z,66507,36,94
2021-10-03T00:00:00.000Z,59789,33,21
2021-10-04T00:00:00.000Z,63052,35,2
2021-10-05T00:00:00.000Z,61831,34,35
2021-10-06T00:00:00.000Z,62633,34,79
2021-10-07T00:00:00.000Z,62172,34,54
2021-10-08T00:00:00.000Z,64667,35,92
2021-10-09T00:00:00.000Z,64474,35,81
2021-10-10T00:00:00.000Z,64354,35,75
2021-10-11T00:00:00.000Z,62488,34,71
2021-10-12T00:00:00.000Z,64761,35,97
2021-10-13T00:00:00.000Z,79365,44,9
2021-10-14T00:00:00.000Z,78030,43,35
2021-10-15T00:00:00.000Z,71025,39,45
2021-10-16T00:00:00.000Z,65290,36,27
2021-10-17T00:00:00.000Z,57657,32,3
2021-10-18T00:00:00.000Z,64977,36,9
2021-10-19T00:00:00.000Z,63967,35,53
2021-10-20T00:00:00.000Z,64984,36,1
2021-10-21T00:00:00.000Z,63470,35,26
2021-10-22T00:00:00.000Z,63648,35,36
2021-10-23T00:00:00.000Z,62807,34,89
2021-10-24T00:00:00.000Z,58339,32,41
2021-10-25T00:00:00.000Z,55581,30,87
2021-10-26T00:00:00.000Z,66513,36,95
2021-10-27T00:00:00.000Z,65107,36,17
2021-10-28T00:00:00.000Z,63015,35,
2021-10-29T00:00:00.000Z,62708,34,83
2021-10-30T00:00:00.000Z,64893,36,5
2021-10-31T00:00:00.000Z,56055,31,14
2021-11-01T00:00:00.000Z,57502,31,94
2021-11-02T00:00:00.000Z,57708,32,6
2021-11-03T00:00:00.000Z,62977,34,98
2021-11-04T00:00:00.000Z,74963,41,64
2021-11-05T00:00:00.000Z,57762,32,9
2021-11-06T00:00:00.000Z,65983,36,65
2021-11-07T00:00:00.000Z,65418,36,34
2021-11-08T00:00:00.000Z,57576,31,98
2021-11-09T00:00:00.000Z,65435,36,35
2021-11-10T00:00:00.000Z,65640,36,46
2021-11-11T00:00:00.000Z,69170,38,42
2021-11-12T00:00:00.000Z,65538,36,41
2021-11-13T00:00:00.000Z,76949,42,74
2021-11-14T00:00:00.000Z,64555,35,86
2021-11-15T00:00:00.000Z,65544,36,41
2021-11-16T00:00:00.000Z,65928,36,62
2021-11-17T00:00:00.000Z,64475,35,81
2021-11-18T00:00:00.000Z,62482,34,71
2021-11-19T00:00:00.000Z,61958,34,42
2021-11-20T00:00:00.000Z,64727,35,95
2021-11-21T00:00:00.000Z,59872,33,26
2021-11-22T00:00:00.000Z,62042,34,46
2021-11-23T00:00:00.000Z,64774,35,98
2021-11-24T00:00:00.000Z,76089,42,27
2021-11-25T00:00:00.000Z,79348,44,8
2021-11-26T00:00:00.000Z,78033,43,35
2021-11-27T00:00:00.000Z,78078,43,37
2021-11-28T00:00:00.000Z,68197,37,88
2021-11-29T00:00:00.000Z,67285,37,38
2021-11-30T00:00:00.000Z,71904,39,94
2021-12-01T00:00:00.000Z,79446,44,13
2021-12-02T00:00:00.000Z,87764,48,75
2021-12-03T00:00:00.000Z,91403,50,77
2021-12-04T00:00:00.000Z,95576,53,9
2021-12-05T00:00:00.000Z,87161,48,42
2021-12-06T00:00:00.000Z,73866,41,3
2021-12-07T00:00:00.000Z,83270,46,26
2021-12-08T00:00:00.000Z,75293,41,82
2021-12-09T00:00:00.000Z,63926,35,51
2021-12-10T00:00:00.000Z,71579,39,76
2021-12-11T00:00:00.000Z,70795,39,33
2021-12-12T00:00:00.000Z,70841,39,35
2021-12-13T00:00:00.000Z,62381,34,65
2021-12-14T00:00:00.000Z,69402,38,55
2021-12-15T00:00:00.000Z,63781,35,43
2021-12-16T00:00:00.000Z,71291,39,6
2021-12-17T00:00:00.000Z,67332,37,4
2021-12-18T00:00:00.000Z,67258,37,36
2021-12-19T00:00:00.000Z,65334,36,29
2021-12-20T00:00:00.000Z,64196,35,66
2021-12-21T00:00:00.000Z,68647,38,13
2021-12-22T00:00:00.000Z,68344,37,96
2021-12-23T00:00:00.000Z,68128,37,84
2021-12-24T00:00:00.000Z,65647,36,47
2021-12-25T00:00:00.000Z,65302,36,27
2021-12-26T00:00:00.000Z,65009,36,11
2021-12-27T00:00:00.000Z,61985,34,43
2021-12-28T00:00:00.000Z,65635,36,46
2021-12-29T00:00:00.000Z,66736,37,7
2021-12-30T00:00:00.000Z,65517,36,39
2021-12-31T00:00:00.000Z,64544,35,85
2022-01-01T00:00:00.000Z,83184,46,21
2022-01-02T00:00:00.000Z,81510,45,28
2022-01-03T00:00:00.000Z,82558,45,86
2022-01-04T00:00:00.000Z,74688,41,49
2022-01-05T00:00:00.000Z,73515,40,84
2022-01-06T00:00:00.000Z,73259,40,69
2022-01-07T00:00:00.000Z,71839,39,91
2022-01-08T00:00:00.000Z,69852,38,8
2022-01-09T00:00:00.000Z,66196,36,77
2022-01-10T00:00:00.000Z,64780,35,98
2022-01-11T00:00:00.000Z,68196,37,88
2022-01-12T00:00:00.000Z,66855,37,14
2022-01-13T00:00:00.000Z,67689,37,6
2022-01-14T00:00:00.000Z,70703,39,27
2022-01-15T00:00:00.000Z,69262,38,47
2022-01-16T00:00:00.000Z,70931,39,4
2022-01-17T00:00:00.000Z,67880,37,71
2022-01-18T00:00:00.000Z,62951,34,97
2022-01-19T00:00:00.000Z,62988,34,99
2022-01-20T00:00:00.000Z,67749,37,63
2022-01-21T00:00:00.000Z,66600,37,
2022-01-22T00:00:00.000Z,63595,35,33
2022-01-23T00:00:00.000Z,60339,33,52
2022-01-24T00:00:00.000Z,60996,33,88
2022-01-25T00:00:00.000Z,67932,37,74
2022-01-26T00:00:00.000Z,65002,36,11
2022-01-27T00:00:00.000Z,66459,36,92
2022-01-28T00:00:00.000Z,67069,37,26
2022-01-29T00:00:00.000Z,69519,38,62
2022-01-30T00:00:00.000Z,68195,37,88
2022-01-31T00:00:00.000Z,68674,38,15
2022-02-01T00:00:00.000Z,65063,36,14
2022-02-02T00:00:00.000Z,66272,36,81
2022-02-03T00:00:00.000Z,65887,36,6
2022-02-04T00:00:00.000Z,68723,38,17
2022-02-05T00:00:00.000Z,66646,37,2
2022-02-06T00:00:00.000Z,62326,34,62
2022-02-07T00:00:00.000Z,63400,35,22
2022-02-08T00:00:00.000Z,72506,40,28
2022-02-09T00:00:00.000Z,74088,41,16
2022-02-10T00:00:00.000Z,72239,40,13
2022-02-11T00:00:00.000Z,69110,38,39
2022-02-12T00:00:00.000Z,64953,36,8
2022-02-13T00:00:00.000Z,64300,35,72
2022-02-14T00:00:00.000Z,55984,31,1
2022-02-15T00:00:00.000Z,56043,31,13
2022-02-16T00:00:00.000Z,56504,31,39
2022-02-17T00:00:00.000Z,60166,33,42
2022-02-18T00:00:00.000Z,57525,31,95
2022-02-19T00:00:00.000Z,58405,32,44
2022-02-20T00:00:00.000Z,53283,29,6
2022-02-21T00:00:00.000Z,57791,32,1
2022-02-22T00:00:00.000Z,65585,36,43
2022-02-23T00:00:00.000Z,60957,33,86
2022-02-24T00:00:00.000Z,63849,35,47
2022-02-25T00:00:00.000Z,62900,34,94
2022-02-26T00:00:00.000Z,60519,33,62
2022-02-27T00:00:00.000Z,60150,33,41
2022-02-28T00:00:00.000Z,59373,32,98
2022-03-01T00:00:00.000Z,66040,36,68
2022-03-02T00:00:00.000Z,69347,38,52
2022-03-03T00:00:00.000Z,62953,34,97
2022-03-04T00:00:00.000Z,64184,35,65
2022-03-05T00:00:00.000Z,67453,37,47
2022-03-06T00:00:00.000Z,64634,35,9
2022-03-07T00:00:00.000Z,61561,34,2
2022-03-08T00:00:00.000Z,64874,36,4
2022-03-09T00:00:00.000Z,65226,36,23
2022-03-10T00:00:00.000Z,65302,36,27
2022-03-11T00:00:00.000Z,62636,34,79
2022-03-12T00:00:00.000Z,64949,36,8
2022-03-13T00:00:00.000Z,58700,32,61
2022-03-14T00:00:00.000Z,51442,28,57
2022-03-15T00:00:00.000Z,72712,40,39
2022-03-16T00:00:00.000Z,74435,41,35
2022-03-17T00:00:00.000Z,69951,38,86
2022-03-18T00:00:00.000Z,74771,41,53
2022-03-19T00:00:00.000Z,70044,38,91
2022-03-20T00:00:00.000Z,60932,33,85
2022-03-21T00:00:00.000Z,66235,36,79
2022-03-22T00:00:00.000Z,68293,37,94
2022-03-23T00:00:00.000Z,66774,37,9
2022-03-24T00:00:00.000Z,73681,40,93
2022-03-25T00:00:00.000Z,66038,36,68
2022-03-26T00:00:00.000Z,68949,38,3
2022-03-27T00:00:00.000Z,75656,42,3
2022-03-28T00:00:00.000Z,76796,42,66
2022-03-29T00:00:00.000Z,75096,41,72
2022-03-30T00:00:00.000Z,73964,41,9
2022-03-31T00:00:00.000Z,80438,44,68
2022-04-01T00:00:00.000Z,82275,45,7
2022-04-02T00:00:00.000Z,79695,44,27
2022-04-03T00:00:00.000Z,81718,45,39
2022-04-04T00:00:00.000Z,83013,46,11
2022-04-05T00:00:00.000Z,83879,46,59
2022-04-06T00:00:00.000Z,82451,45,8
2022-04-07T00:00:00.000Z,93768,52,9
2022-04-08T00:00:00.000Z,86533,48,7
2022-04-09T00:00:00.000Z,81087,45,4
2022-04-10T00:00:00.000Z,85937,47,74
2022-04-11T00:00:00.000Z,86562,48,9
2022-04-12T00:00:00.000Z,,,
