Time,Usage in MHz for R04,Usage for R04,
2022-03-22T12:00:00.000Z,38860,38,56
2022-03-22T14:00:00.000Z,32754,32,5
2022-03-22T16:00:00.000Z,28342,28,12
2022-03-22T18:00:00.000Z,27953,27,73
2022-03-22T20:00:00.000Z,27955,27,74
2022-03-22T22:00:00.000Z,27040,26,83
2022-03-23T00:00:00.000Z,28855,28,63
2022-03-23T02:00:00.000Z,30340,30,1
2022-03-23T04:00:00.000Z,34939,34,67
2022-03-23T06:00:00.000Z,35468,35,19
2022-03-23T08:00:00.000Z,39220,38,92
2022-03-23T10:00:00.000Z,39977,39,67
2022-03-23T12:00:00.000Z,37978,37,68
2022-03-23T14:00:00.000Z,31388,31,14
2022-03-23T16:00:00.000Z,27853,27,64
2022-03-23T18:00:00.000Z,27658,27,44
2022-03-23T20:00:00.000Z,27161,26,95
2022-03-23T22:00:00.000Z,26954,26,74
2022-03-24T00:00:00.000Z,28284,28,6
2022-03-24T02:00:00.000Z,30773,30,53
2022-03-24T04:00:00.000Z,29315,29,9
2022-03-24T06:00:00.000Z,33558,33,3
2022-03-24T08:00:00.000Z,38662,38,36
2022-03-24T10:00:00.000Z,28278,28,6
2022-03-24T12:00:00.000Z,28524,28,3
2022-03-24T14:00:00.000Z,17246,17,11
2022-03-24T16:00:00.000Z,12578,12,48
2022-03-24T18:00:00.000Z,12813,12,71
2022-03-24T20:00:00.000Z,13053,12,95
2022-03-24T22:00:00.000Z,11343,11,25
2022-03-25T00:00:00.000Z,12718,12,62
2022-03-25T02:00:00.000Z,15710,15,59
2022-03-25T04:00:00.000Z,13954,13,84
2022-03-25T06:00:00.000Z,17881,17,74
2022-03-25T08:00:00.000Z,26313,26,11
2022-03-25T10:00:00.000Z,23218,23,4
2022-03-25T12:00:00.000Z,20402,20,24
2022-03-25T14:00:00.000Z,14309,14,19
2022-03-25T16:00:00.000Z,11185,11,9
2022-03-25T18:00:00.000Z,10411,10,33
2022-03-25T20:00:00.000Z,10312,10,23
2022-03-25T22:00:00.000Z,9547,9,47
2022-03-26T00:00:00.000Z,11989,11,89
2022-03-26T02:00:00.000Z,14675,14,56
2022-03-26T04:00:00.000Z,13711,13,6
2022-03-26T06:00:00.000Z,11068,10,98
2022-03-26T08:00:00.000Z,10786,10,7
2022-03-26T10:00:00.000Z,10163,10,8
2022-03-26T12:00:00.000Z,9910,9,83
2022-03-26T14:00:00.000Z,9767,9,69
2022-03-26T16:00:00.000Z,9710,9,63
2022-03-26T18:00:00.000Z,13812,13,7
2022-03-26T20:00:00.000Z,28293,28,7
2022-03-26T22:00:00.000Z,27167,26,95
2022-03-27T00:00:00.000Z,32024,31,77
2022-03-27T02:00:00.000Z,31203,30,96
2022-03-27T04:00:00.000Z,28136,27,92
2022-03-27T06:00:00.000Z,29305,29,8
2022-03-27T08:00:00.000Z,27385,27,17
2022-03-27T10:00:00.000Z,30170,29,94
2022-03-27T12:00:00.000Z,29184,28,96
2022-03-27T14:00:00.000Z,28214,27,99
2022-03-27T16:00:00.000Z,25660,25,46
2022-03-27T18:00:00.000Z,25903,25,7
2022-03-27T20:00:00.000Z,23301,23,12
2022-03-27T22:00:00.000Z,29975,29,74
2022-03-28T00:00:00.000Z,31089,30,85
2022-03-28T02:00:00.000Z,23317,23,13
2022-03-28T04:00:00.000Z,25579,25,38
2022-03-28T06:00:00.000Z,38303,38,1
2022-03-28T08:00:00.000Z,40114,39,8
2022-03-28T10:00:00.000Z,48103,47,73
2022-03-28T12:00:00.000Z,37863,37,57
2022-03-28T14:00:00.000Z,28945,28,72
2022-03-28T16:00:00.000Z,27371,27,16
2022-03-28T18:00:00.000Z,33302,33,4
2022-03-28T20:00:00.000Z,23449,23,27
2022-03-28T22:00:00.000Z,23819,23,63
2022-03-29T00:00:00.000Z,28105,27,89
2022-03-29T02:00:00.000Z,24005,23,82
2022-03-29T04:00:00.000Z,26402,26,2
2022-03-29T06:00:00.000Z,41199,40,88
2022-03-29T08:00:00.000Z,38998,38,7
2022-03-29T10:00:00.000Z,49642,49,26
2022-03-29T12:00:00.000Z,41825,41,5
2022-03-29T14:00:00.000Z,41803,41,48
2022-03-29T16:00:00.000Z,30123,29,89
2022-03-29T18:00:00.000Z,26906,26,7
2022-03-29T20:00:00.000Z,24342,24,15
2022-03-29T22:00:00.000Z,23574,23,39
2022-03-30T00:00:00.000Z,28404,28,18
2022-03-30T02:00:00.000Z,28339,28,12
2022-03-30T04:00:00.000Z,27999,27,78
2022-03-30T06:00:00.000Z,39014,38,71
2022-03-30T08:00:00.000Z,46576,46,22
2022-03-30T10:00:00.000Z,47291,46,93
2022-03-30T12:00:00.000Z,42391,42,6
2022-03-30T14:00:00.000Z,31923,31,67
2022-03-30T16:00:00.000Z,28289,28,7
2022-03-30T18:00:00.000Z,27973,27,75
2022-03-30T20:00:00.000Z,26907,26,7
2022-03-30T22:00:00.000Z,25687,25,49
2022-03-31T00:00:00.000Z,31301,31,6
2022-03-31T02:00:00.000Z,29088,28,86
2022-03-31T04:00:00.000Z,29911,29,68
2022-03-31T06:00:00.000Z,42611,42,28
2022-03-31T08:00:00.000Z,47356,46,99
2022-03-31T10:00:00.000Z,49061,48,68
2022-03-31T12:00:00.000Z,34800,34,53
2022-03-31T14:00:00.000Z,28541,28,32
2022-03-31T16:00:00.000Z,27590,27,37
2022-03-31T18:00:00.000Z,27100,26,89
2022-03-31T20:00:00.000Z,23815,23,63
2022-03-31T22:00:00.000Z,18462,18,32
2022-04-01T00:00:00.000Z,19080,18,93
2022-04-01T02:00:00.000Z,19806,19,65
2022-04-01T04:00:00.000Z,18253,18,11
2022-04-01T06:00:00.000Z,33121,32,86
2022-04-01T08:00:00.000Z,37825,37,53
2022-04-01T10:00:00.000Z,35114,34,84
2022-04-01T12:00:00.000Z,30104,29,87
2022-04-01T14:00:00.000Z,19983,19,83
2022-04-01T16:00:00.000Z,18528,18,38
2022-04-01T18:00:00.000Z,17835,17,69
2022-04-01T20:00:00.000Z,14320,14,21
2022-04-01T22:00:00.000Z,14498,14,38
2022-04-02T00:00:00.000Z,18912,18,76
2022-04-02T02:00:00.000Z,20107,19,95
2022-04-02T04:00:00.000Z,16788,16,66
2022-04-02T06:00:00.000Z,16047,15,92
2022-04-02T08:00:00.000Z,16729,16,6
2022-04-02T10:00:00.000Z,18008,17,87
2022-04-02T12:00:00.000Z,18333,18,19
2022-04-02T14:00:00.000Z,19351,19,2
2022-04-02T16:00:00.000Z,16807,16,67
2022-04-02T18:00:00.000Z,14580,14,46
2022-04-02T20:00:00.000Z,14190,14,8
2022-04-02T22:00:00.000Z,12443,12,34
2022-04-03T00:00:00.000Z,18553,18,41
2022-04-03T02:00:00.000Z,13234,13,13
2022-04-03T04:00:00.000Z,13340,13,23
2022-04-03T06:00:00.000Z,12787,12,68
2022-04-03T08:00:00.000Z,13730,13,62
2022-04-03T10:00:00.000Z,14135,14,2
2022-04-03T12:00:00.000Z,14511,14,4
2022-04-03T14:00:00.000Z,15167,15,5
2022-04-03T16:00:00.000Z,14965,14,85
2022-04-03T18:00:00.000Z,15689,15,56
2022-04-03T20:00:00.000Z,15059,14,94
2022-04-03T22:00:00.000Z,14358,14,24
2022-04-04T00:00:00.000Z,19063,18,91
2022-04-04T02:00:00.000Z,13893,13,78
2022-04-04T04:00:00.000Z,18462,18,32
2022-04-04T06:00:00.000Z,31781,31,53
2022-04-04T08:00:00.000Z,33365,33,11
2022-04-04T10:00:00.000Z,34051,33,79
2022-04-04T12:00:00.000Z,36523,36,24
2022-04-04T14:00:00.000Z,24049,23,86
2022-04-04T16:00:00.000Z,16776,16,64
2022-04-04T18:00:00.000Z,16570,16,44
2022-04-04T20:00:00.000Z,15379,15,26
2022-04-04T22:00:00.000Z,14487,14,37
2022-04-05T00:00:00.000Z,19804,19,65
2022-04-05T02:00:00.000Z,18969,18,82
2022-04-05T04:00:00.000Z,18369,18,22
2022-04-05T06:00:00.000Z,35613,35,34
2022-04-05T08:00:00.000Z,37834,37,54
2022-04-05T10:00:00.000Z,44459,44,12
2022-04-05T12:00:00.000Z,36906,36,62
2022-04-05T14:00:00.000Z,23727,23,54
2022-04-05T16:00:00.000Z,16412,16,28
2022-04-05T18:00:00.000Z,15852,15,73
2022-04-05T20:00:00.000Z,15265,15,14
2022-04-05T22:00:00.000Z,13226,13,12
2022-04-06T00:00:00.000Z,16022,15,89
2022-04-06T02:00:00.000Z,19065,18,91
2022-04-06T04:00:00.000Z,18124,17,98
2022-04-06T06:00:00.000Z,28365,28,14
2022-04-06T08:00:00.000Z,38196,37,9
2022-04-06T10:00:00.000Z,43511,43,17
2022-04-06T12:00:00.000Z,30316,30,8
2022-04-06T14:00:00.000Z,17017,16,88
2022-04-06T16:00:00.000Z,15163,15,4
2022-04-06T18:00:00.000Z,15468,15,35
2022-04-06T20:00:00.000Z,15382,15,26
2022-04-06T22:00:00.000Z,13067,12,96
2022-04-07T00:00:00.000Z,15044,14,92
2022-04-07T02:00:00.000Z,18433,18,29
2022-04-07T04:00:00.000Z,19075,18,92
2022-04-07T06:00:00.000Z,27141,26,93
2022-04-07T08:00:00.000Z,29285,29,6
2022-04-07T10:00:00.000Z,27724,27,51
2022-04-07T12:00:00.000Z,22933,22,75
2022-04-07T14:00:00.000Z,17211,17,7
2022-04-07T16:00:00.000Z,14571,14,45
2022-04-07T18:00:00.000Z,16870,16,74
2022-04-07T20:00:00.000Z,16509,16,38
2022-04-07T22:00:00.000Z,13816,13,71
2022-04-08T00:00:00.000Z,17105,16,97
2022-04-08T02:00:00.000Z,19646,19,49
2022-04-08T04:00:00.000Z,17362,17,22
2022-04-08T06:00:00.000Z,24013,23,82
2022-04-08T08:00:00.000Z,27328,27,11
2022-04-08T10:00:00.000Z,24517,24,33
2022-04-08T12:00:00.000Z,20378,20,22
2022-04-08T14:00:00.000Z,14793,14,68
2022-04-08T16:00:00.000Z,13551,13,44
2022-04-08T18:00:00.000Z,13256,13,15
2022-04-08T20:00:00.000Z,13070,12,97
2022-04-08T22:00:00.000Z,14212,14,1
2022-04-09T00:00:00.000Z,18453,18,31
2022-04-09T02:00:00.000Z,18183,18,4
2022-04-09T04:00:00.000Z,15862,15,74
2022-04-09T06:00:00.000Z,13559,13,45
2022-04-09T08:00:00.000Z,13772,13,66
2022-04-09T10:00:00.000Z,13842,13,73
2022-04-09T12:00:00.000Z,12987,12,88
2022-04-09T14:00:00.000Z,13564,13,46
2022-04-09T16:00:00.000Z,12841,12,74
2022-04-09T18:00:00.000Z,12913,12,81
2022-04-09T20:00:00.000Z,12774,12,67
2022-04-09T22:00:00.000Z,12208,12,11
2022-04-10T00:00:00.000Z,18706,18,56
2022-04-10T02:00:00.000Z,14353,14,24
2022-04-10T04:00:00.000Z,13874,13,76
2022-04-10T06:00:00.000Z,12028,11,93
2022-04-10T08:00:00.000Z,13289,13,18
2022-04-10T10:00:00.000Z,12922,12,82
2022-04-10T12:00:00.000Z,12816,12,71
2022-04-10T14:00:00.000Z,12941,12,84
2022-04-10T16:00:00.000Z,12804,12,7
2022-04-10T18:00:00.000Z,13205,13,1
2022-04-10T20:00:00.000Z,13109,13,
2022-04-10T22:00:00.000Z,13446,13,34
2022-04-11T00:00:00.000Z,18659,18,51
2022-04-11T02:00:00.000Z,15091,14,97
2022-04-11T04:00:00.000Z,17089,16,95
2022-04-11T06:00:00.000Z,23665,23,48
2022-04-11T08:00:00.000Z,26125,25,92
2022-04-11T10:00:00.000Z,27642,27,43
2022-04-11T12:00:00.000Z,31005,30,76
2022-04-11T14:00:00.000Z,22214,22,4
2022-04-11T16:00:00.000Z,15257,15,14
2022-04-11T18:00:00.000Z,15018,14,9
2022-04-11T20:00:00.000Z,14511,14,4
2022-04-11T22:00:00.000Z,13559,13,45
2022-04-12T00:00:00.000Z,18363,18,22
2022-04-12T02:00:00.000Z,15254,15,13
2022-04-12T04:00:00.000Z,16281,16,15
2022-04-12T06:00:00.000Z,24963,24,77
2022-04-12T08:00:00.000Z,33239,32,98
2022-04-12T10:00:00.000Z,,,
2022-04-12T12:00:00.000Z,,,
