Time,Read rate for R04_n2,Usage for R04_n2,Write rate for R04_n2
2021-09-17T00:00:00.000Z,27031,30267,3235
2021-09-18T00:00:00.000Z,21444,24058,2613
2021-09-19T00:00:00.000Z,16446,32311,15865
2021-09-20T00:00:00.000Z,32589,35278,2688
2021-09-21T00:00:00.000Z,29576,34153,4576
2021-09-22T00:00:00.000Z,29071,47788,18717
2021-09-23T00:00:00.000Z,30477,34787,4310
2021-09-24T00:00:00.000Z,25156,28599,3443
2021-09-25T00:00:00.000Z,25976,31307,5330
2021-09-26T00:00:00.000Z,14062,18213,4150
2021-09-27T00:00:00.000Z,11772,14469,2697
2021-09-28T00:00:00.000Z,17366,21660,4293
2021-09-29T00:00:00.000Z,31185,37531,6346
2021-09-30T00:00:00.000Z,28040,50796,22755
2021-10-01T00:00:00.000Z,40822,46902,6078
2021-10-02T00:00:00.000Z,22828,33144,10315
2021-10-03T00:00:00.000Z,20671,23831,3159
2021-10-04T00:00:00.000Z,37215,43196,5981
2021-10-05T00:00:00.000Z,44117,56011,11893
2021-10-06T00:00:00.000Z,28338,34928,6590
2021-10-07T00:00:00.000Z,14749,18003,3253
2021-10-08T00:00:00.000Z,26057,30186,4129
2021-10-09T00:00:00.000Z,25347,35482,10134
2021-10-10T00:00:00.000Z,20161,21555,1394
2021-10-11T00:00:00.000Z,12964,17429,4465
2021-10-12T00:00:00.000Z,23325,28419,5094
2021-10-13T00:00:00.000Z,22092,26335,4242
2021-10-14T00:00:00.000Z,22969,26281,3312
2021-10-15T00:00:00.000Z,13998,17102,3104
2021-10-16T00:00:00.000Z,27012,33866,6853
2021-10-17T00:00:00.000Z,30051,32844,2792
2021-10-18T00:00:00.000Z,18763,22830,4067
2021-10-19T00:00:00.000Z,13658,16664,3006
2021-10-20T00:00:00.000Z,39146,42480,3334
2021-10-21T00:00:00.000Z,14361,19700,5338
2021-10-22T00:00:00.000Z,38739,44653,5913
2021-10-23T00:00:00.000Z,25173,28574,3400
2021-10-24T00:00:00.000Z,11248,12928,1679
2021-10-25T00:00:00.000Z,32041,35377,3334
2021-10-26T00:00:00.000Z,28597,33395,4797
2021-10-27T00:00:00.000Z,15315,18742,3426
2021-10-28T00:00:00.000Z,28998,33585,4586
2021-10-29T00:00:00.000Z,38039,44565,6525
2021-10-30T00:00:00.000Z,29098,42010,12911
2021-10-31T00:00:00.000Z,17209,19186,1976
2021-11-01T00:00:00.000Z,22815,24847,2031
2021-11-02T00:00:00.000Z,31310,39165,7855
2021-11-03T00:00:00.000Z,32874,38701,5826
2021-11-04T00:00:00.000Z,20772,38983,18211
2021-11-05T00:00:00.000Z,22897,26512,3614
2021-11-06T00:00:00.000Z,18004,31114,13108
2021-11-07T00:00:00.000Z,10898,12998,2100
2021-11-08T00:00:00.000Z,33392,37829,4436
2021-11-09T00:00:00.000Z,21204,24091,2887
2021-11-10T00:00:00.000Z,33903,38488,4584
2021-11-11T00:00:00.000Z,18368,20577,2208
2021-11-12T00:00:00.000Z,15012,17305,2292
2021-11-13T00:00:00.000Z,28031,43911,15879
2021-11-14T00:00:00.000Z,18390,20491,2100
2021-11-15T00:00:00.000Z,36429,38922,2492
2021-11-16T00:00:00.000Z,14925,17463,2537
2021-11-17T00:00:00.000Z,27880,31444,3564
2021-11-18T00:00:00.000Z,30711,33847,3136
2021-11-19T00:00:00.000Z,14165,16491,2325
2021-11-20T00:00:00.000Z,20870,33276,12406
2021-11-21T00:00:00.000Z,24286,39311,15024
2021-11-22T00:00:00.000Z,37496,41595,4098
2021-11-23T00:00:00.000Z,15103,17855,2752
2021-11-24T00:00:00.000Z,22886,26838,3952
2021-11-25T00:00:00.000Z,35939,39704,3764
2021-11-26T00:00:00.000Z,14616,16863,2247
2021-11-27T00:00:00.000Z,23634,45655,22021
2021-11-28T00:00:00.000Z,19625,27361,7736
2021-11-29T00:00:00.000Z,25431,29375,3943
2021-11-30T00:00:00.000Z,35327,43020,7692
2021-12-01T00:00:00.000Z,35623,41059,5436
2021-12-02T00:00:00.000Z,24267,42814,18547
2021-12-03T00:00:00.000Z,40158,44008,3849
2021-12-04T00:00:00.000Z,62093,74720,12626
2021-12-05T00:00:00.000Z,13101,16509,3407
2021-12-06T00:00:00.000Z,15637,20005,4367
2021-12-07T00:00:00.000Z,16019,18851,2832
2021-12-08T00:00:00.000Z,17257,21500,4242
2021-12-09T00:00:00.000Z,19066,22668,3601
2021-12-10T00:00:00.000Z,15952,20194,4241
2021-12-11T00:00:00.000Z,14231,15749,1517
2021-12-12T00:00:00.000Z,61928,63982,2053
2021-12-13T00:00:00.000Z,39548,44384,4836
2021-12-14T00:00:00.000Z,68393,71535,3141
2021-12-15T00:00:00.000Z,17412,19757,2345
2021-12-16T00:00:00.000Z,17420,20871,3450
2021-12-17T00:00:00.000Z,53401,55861,2459
2021-12-18T00:00:00.000Z,79194,95735,16540
2021-12-19T00:00:00.000Z,14929,16792,1863
2021-12-20T00:00:00.000Z,14017,17938,3920
2021-12-21T00:00:00.000Z,42548,45764,3215
2021-12-22T00:00:00.000Z,23904,28195,4291
2021-12-23T00:00:00.000Z,21150,23931,2781
2021-12-24T00:00:00.000Z,29284,31161,1876
2021-12-25T00:00:00.000Z,18634,23750,5115
2021-12-26T00:00:00.000Z,35579,36635,1056
2021-12-27T00:00:00.000Z,48787,51319,2532
2021-12-28T00:00:00.000Z,44331,48236,3904
2021-12-29T00:00:00.000Z,17216,21949,4732
2021-12-30T00:00:00.000Z,22871,28780,5908
2021-12-31T00:00:00.000Z,33140,39778,6638
2022-01-01T00:00:00.000Z,62631,89808,27176
2022-01-02T00:00:00.000Z,55327,59242,3914
2022-01-03T00:00:00.000Z,25937,32392,6454
2022-01-04T00:00:00.000Z,71876,78409,6532
2022-01-05T00:00:00.000Z,74808,81069,6261
2022-01-06T00:00:00.000Z,62157,81783,19625
2022-01-07T00:00:00.000Z,65504,68095,2590
2022-01-08T00:00:00.000Z,33977,48208,14231
2022-01-09T00:00:00.000Z,15166,17442,2275
2022-01-10T00:00:00.000Z,33829,38923,5093
2022-01-11T00:00:00.000Z,18977,23788,4811
2022-01-12T00:00:00.000Z,53301,58296,4994
2022-01-13T00:00:00.000Z,59941,65531,5590
2022-01-14T00:00:00.000Z,19349,23493,4143
2022-01-15T00:00:00.000Z,63122,74544,11422
2022-01-16T00:00:00.000Z,38795,57823,19028
2022-01-17T00:00:00.000Z,40692,55210,14517
2022-01-18T00:00:00.000Z,70852,79954,9101
2022-01-19T00:00:00.000Z,101459,139637,38178
2022-01-20T00:00:00.000Z,152536,206335,53798
2022-01-21T00:00:00.000Z,64766,89590,24824
2022-01-22T00:00:00.000Z,47184,61729,14544
2022-01-23T00:00:00.000Z,31035,37702,6666
2022-01-24T00:00:00.000Z,20343,29003,8659
2022-01-25T00:00:00.000Z,58278,67301,9022
2022-01-26T00:00:00.000Z,41462,49864,8401
2022-01-27T00:00:00.000Z,75727,129599,53872
2022-01-28T00:00:00.000Z,54913,66715,11802
2022-01-29T00:00:00.000Z,13428,31559,18131
2022-01-30T00:00:00.000Z,13509,17730,4220
2022-01-31T00:00:00.000Z,61585,69666,8079
2022-02-01T00:00:00.000Z,34927,43807,8879
2022-02-02T00:00:00.000Z,8683,15884,7200
2022-02-03T00:00:00.000Z,6731,11572,4841
2022-02-04T00:00:00.000Z,7400,13354,5953
2022-02-05T00:00:00.000Z,24518,48997,24478
2022-02-06T00:00:00.000Z,29766,33891,4125
2022-02-07T00:00:00.000Z,12884,21117,8232
2022-02-08T00:00:00.000Z,48876,60077,11201
2022-02-09T00:00:00.000Z,23485,27083,3597
2022-02-10T00:00:00.000Z,20032,24479,4447
2022-02-11T00:00:00.000Z,8150,13159,5007
2022-02-12T00:00:00.000Z,18797,22335,3537
2022-02-13T00:00:00.000Z,6264,10307,4042
2022-02-14T00:00:00.000Z,29756,35092,5335
2022-02-15T00:00:00.000Z,24973,36274,11300
2022-02-16T00:00:00.000Z,20377,28405,8027
2022-02-17T00:00:00.000Z,11361,30330,18969
2022-02-18T00:00:00.000Z,9490,15736,6244
2022-02-19T00:00:00.000Z,12759,32505,19745
2022-02-20T00:00:00.000Z,6569,12069,5499
2022-02-21T00:00:00.000Z,27550,36596,9045
2022-02-22T00:00:00.000Z,10711,16492,5780
2022-02-23T00:00:00.000Z,40960,51696,10734
2022-02-24T00:00:00.000Z,38153,44961,6808
2022-02-25T00:00:00.000Z,60097,69896,9798
2022-02-26T00:00:00.000Z,88278,103477,15198
2022-02-27T00:00:00.000Z,104029,112889,8859
2022-02-28T00:00:00.000Z,93161,101129,7967
2022-03-01T00:00:00.000Z,98799,107490,8691
2022-03-02T00:00:00.000Z,105326,121328,16001
2022-03-03T00:00:00.000Z,77216,84878,7661
2022-03-04T00:00:00.000Z,100765,108787,8022
2022-03-05T00:00:00.000Z,73576,87134,13558
2022-03-06T00:00:00.000Z,21222,26685,5462
2022-03-07T00:00:00.000Z,27147,34443,7296
2022-03-08T00:00:00.000Z,23303,29430,6126
2022-03-09T00:00:00.000Z,25004,31051,6046
2022-03-10T00:00:00.000Z,41048,48672,7623
2022-03-11T00:00:00.000Z,52141,61691,9550
2022-03-12T00:00:00.000Z,49545,71732,22187
2022-03-13T00:00:00.000Z,44994,51117,6122
2022-03-14T00:00:00.000Z,53062,60277,7214
2022-03-15T00:00:00.000Z,31333,38941,7607
2022-03-16T00:00:00.000Z,50851,71617,20766
2022-03-17T00:00:00.000Z,23520,28313,4792
2022-03-18T00:00:00.000Z,45680,55565,9885
2022-03-19T00:00:00.000Z,29500,52168,22668
2022-03-20T00:00:00.000Z,28948,40542,11593
2022-03-21T00:00:00.000Z,27967,32973,5005
2022-03-22T00:00:00.000Z,43824,49884,6060
2022-03-23T00:00:00.000Z,31919,37896,5976
2022-03-24T00:00:00.000Z,36405,47907,11501
2022-03-25T00:00:00.000Z,73772,120654,46881
2022-03-26T00:00:00.000Z,69563,129597,60033
2022-03-27T00:00:00.000Z,54890,94682,39791
2022-03-28T00:00:00.000Z,32142,45162,13019
2022-03-29T00:00:00.000Z,36605,51705,15099
2022-03-30T00:00:00.000Z,27679,36066,8386
2022-03-31T00:00:00.000Z,45804,54214,8409
2022-04-01T00:00:00.000Z,67633,73422,5787
2022-04-02T00:00:00.000Z,39565,74648,35082
2022-04-03T00:00:00.000Z,18930,22867,3936
2022-04-04T00:00:00.000Z,20989,28456,7467
2022-04-05T00:00:00.000Z,24506,34482,9975
2022-04-06T00:00:00.000Z,24282,32628,8346
2022-04-07T00:00:00.000Z,25800,31782,5981
2022-04-08T00:00:00.000Z,46056,52278,6221
2022-04-09T00:00:00.000Z,48381,55554,7172
2022-04-10T00:00:00.000Z,18656,21817,3160
2022-04-11T00:00:00.000Z,48992,56840,7846
2022-04-12T00:00:00.000Z,21913,28162,6247
2022-04-13T00:00:00.000Z,,,
