Time,Data receive rate for S_n2,Data transmit rate for S_n2,Usage for S_n2
2021-09-23T00:00:00.000Z,8463,3331,11794
2021-09-24T00:00:00.000Z,3660,2207,5868
2021-09-25T00:00:00.000Z,2212,1903,4116
2021-09-26T00:00:00.000Z,2160,1315,3475
2021-09-27T00:00:00.000Z,8188,3204,11393
2021-09-28T00:00:00.000Z,8234,4380,12615
2021-09-29T00:00:00.000Z,5538,2304,7843
2021-09-30T00:00:00.000Z,3980,4199,8180
2021-10-01T00:00:00.000Z,6809,3048,9858
2021-10-02T00:00:00.000Z,112,1755,1868
2021-10-03T00:00:00.000Z,164,1547,1712
2021-10-04T00:00:00.000Z,3396,4517,7914
2021-10-05T00:00:00.000Z,7439,6888,14327
2021-10-06T00:00:00.000Z,4719,5075,9794
2021-10-07T00:00:00.000Z,3050,2458,5508
2021-10-08T00:00:00.000Z,1355,3308,4664
2021-10-09T00:00:00.000Z,27324,17043,44367
2021-10-10T00:00:00.000Z,27178,13066,40245
2021-10-11T00:00:00.000Z,1340,2136,3476
2021-10-12T00:00:00.000Z,1329,2513,3843
2021-10-13T00:00:00.000Z,1126,2476,3603
2021-10-14T00:00:00.000Z,1151,2112,3264
2021-10-15T00:00:00.000Z,1155,2394,3550
2021-10-16T00:00:00.000Z,250,1916,2167
2021-10-17T00:00:00.000Z,195,1312,1508
2021-10-18T00:00:00.000Z,1405,2502,3907
2021-10-19T00:00:00.000Z,1739,2933,4673
2021-10-20T00:00:00.000Z,1526,2338,3865
2021-10-21T00:00:00.000Z,1032,2209,3242
2021-10-22T00:00:00.000Z,5180,2875,8055
2021-10-23T00:00:00.000Z,153,1644,1798
2021-10-24T00:00:00.000Z,124,1494,1619
2021-10-25T00:00:00.000Z,3612,2599,6212
2021-10-26T00:00:00.000Z,1959,1947,3906
2021-10-27T00:00:00.000Z,1524,2200,3724
2021-10-28T00:00:00.000Z,999,2170,3170
2021-10-29T00:00:00.000Z,939,1967,2906
2021-10-30T00:00:00.000Z,146,1744,1891
2021-10-31T00:00:00.000Z,143,1553,1698
2021-11-01T00:00:00.000Z,179,1369,1548
2021-11-02T00:00:00.000Z,2052,2717,4769
2021-11-03T00:00:00.000Z,6218,1959,8178
2021-11-04T00:00:00.000Z,1756,2202,3959
2021-11-05T00:00:00.000Z,11469,3328,14798
2021-11-06T00:00:00.000Z,151,1122,1274
2021-11-07T00:00:00.000Z,167,1355,1523
2021-11-08T00:00:00.000Z,2133,2551,4684
2021-11-09T00:00:00.000Z,4253,2266,6520
2021-11-10T00:00:00.000Z,10475,7841,18316
2021-11-11T00:00:00.000Z,8971,3038,12010
2021-11-12T00:00:00.000Z,1110,1096,2207
2021-11-13T00:00:00.000Z,172,1770,1942
2021-11-14T00:00:00.000Z,11876,6422,18299
2021-11-15T00:00:00.000Z,19552,2315,21868
2021-11-16T00:00:00.000Z,14039,4834,18873
2021-11-17T00:00:00.000Z,12312,4618,16931
2021-11-18T00:00:00.000Z,1668,1497,3166
2021-11-19T00:00:00.000Z,1197,2193,3390
2021-11-20T00:00:00.000Z,187,1982,2169
2021-11-21T00:00:00.000Z,6094,979,7073
2021-11-22T00:00:00.000Z,12332,3255,15588
2021-11-23T00:00:00.000Z,1371,2077,3449
2021-11-24T00:00:00.000Z,1390,1389,2779
2021-11-25T00:00:00.000Z,12262,5316,17580
2021-11-26T00:00:00.000Z,15080,80987,96067
2021-11-27T00:00:00.000Z,311,43677,43988
2021-11-28T00:00:00.000Z,231,22105,22337
2021-11-29T00:00:00.000Z,14677,3266,17944
2021-11-30T00:00:00.000Z,35307,54277,89584
2021-12-01T00:00:00.000Z,2007,17635,19643
2021-12-02T00:00:00.000Z,2211,10686,12897
2021-12-03T00:00:00.000Z,4503,12014,16518
2021-12-04T00:00:00.000Z,228,1224,1452
2021-12-05T00:00:00.000Z,279,4905,5185
2021-12-06T00:00:00.000Z,2705,6271,8976
2021-12-07T00:00:00.000Z,5495,14293,19788
2021-12-08T00:00:00.000Z,3189,6390,9580
2021-12-09T00:00:00.000Z,2996,5268,8264
2021-12-10T00:00:00.000Z,5071,10554,15626
2021-12-11T00:00:00.000Z,412,1508,1920
2021-12-12T00:00:00.000Z,451,611,1063
2021-12-13T00:00:00.000Z,13148,7317,20465
2021-12-14T00:00:00.000Z,11944,6381,18325
2021-12-15T00:00:00.000Z,7264,52955,60220
2021-12-16T00:00:00.000Z,11824,9872,21697
2021-12-17T00:00:00.000Z,10590,4513,15104
2021-12-18T00:00:00.000Z,647,673,1320
2021-12-19T00:00:00.000Z,607,1479,2087
2021-12-20T00:00:00.000Z,10563,3209,13772
2021-12-21T00:00:00.000Z,14101,51625,65727
2021-12-22T00:00:00.000Z,9477,55626,65104
2021-12-23T00:00:00.000Z,3415,2344,5759
2021-12-24T00:00:00.000Z,1074,9083,10158
2021-12-25T00:00:00.000Z,166,6310,6477
2021-12-26T00:00:00.000Z,213,5426,5639
2021-12-27T00:00:00.000Z,6566,8624,15191
2021-12-28T00:00:00.000Z,3583,37076,40660
2021-12-29T00:00:00.000Z,3538,50112,53651
2021-12-30T00:00:00.000Z,6626,18917,25544
2021-12-31T00:00:00.000Z,2108,10018,12126
2022-01-01T00:00:00.000Z,167,1249,1416
2022-01-02T00:00:00.000Z,296,8676,8972
2022-01-03T00:00:00.000Z,6573,7313,13887
2022-01-04T00:00:00.000Z,13153,32699,45853
2022-01-05T00:00:00.000Z,13345,36765,50110
2022-01-06T00:00:00.000Z,1281,47040,48321
2022-01-07T00:00:00.000Z,7093,17766,24859
2022-01-08T00:00:00.000Z,671,691,1362
2022-01-09T00:00:00.000Z,470,1418,1889
2022-01-10T00:00:00.000Z,22356,24569,46925
2022-01-11T00:00:00.000Z,22575,31327,53903
2022-01-12T00:00:00.000Z,14745,13488,28234
2022-01-13T00:00:00.000Z,14018,23698,37717
2022-01-14T00:00:00.000Z,14047,19629,33677
2022-01-15T00:00:00.000Z,1661,1753,3414
2022-01-16T00:00:00.000Z,1268,1644,2912
2022-01-17T00:00:00.000Z,31443,20308,51752
2022-01-18T00:00:00.000Z,23905,17125,41031
2022-01-19T00:00:00.000Z,12627,14870,27498
2022-01-20T00:00:00.000Z,19814,9142,28958
2022-01-21T00:00:00.000Z,14021,12332,26353
2022-01-22T00:00:00.000Z,632,1450,2082
2022-01-23T00:00:00.000Z,666,716,1382
2022-01-24T00:00:00.000Z,12365,8031,20398
2022-01-25T00:00:00.000Z,7138,16722,23860
2022-01-26T00:00:00.000Z,5151,12911,18063
2022-01-27T00:00:00.000Z,23655,21163,44818
2022-01-28T00:00:00.000Z,21472,34761,56233
2022-01-29T00:00:00.000Z,477,611,1088
2022-01-30T00:00:00.000Z,392,1803,2195
2022-01-31T00:00:00.000Z,8389,7698,16087
2022-02-01T00:00:00.000Z,10553,6725,17279
2022-02-02T00:00:00.000Z,12661,8453,21115
2022-02-03T00:00:00.000Z,18391,13177,31569
2022-02-04T00:00:00.000Z,9088,17817,26906
2022-02-05T00:00:00.000Z,689,2244,2933
2022-02-06T00:00:00.000Z,631,2026,2658
2022-02-07T00:00:00.000Z,12098,29730,41829
2022-02-08T00:00:00.000Z,18442,50871,69314
2022-02-09T00:00:00.000Z,19627,35494,55121
2022-02-10T00:00:00.000Z,18729,38568,57298
2022-02-11T00:00:00.000Z,11550,18958,30508
2022-02-12T00:00:00.000Z,1034,2888,3923
2022-02-13T00:00:00.000Z,1030,1414,2445
2022-02-14T00:00:00.000Z,20203,40538,60742
2022-02-15T00:00:00.000Z,12460,29753,42214
2022-02-16T00:00:00.000Z,11206,20524,31730
2022-02-17T00:00:00.000Z,21222,25306,46529
2022-02-18T00:00:00.000Z,16535,29633,46169
2022-02-19T00:00:00.000Z,1359,1951,3311
2022-02-20T00:00:00.000Z,919,2211,3130
2022-02-21T00:00:00.000Z,16485,22617,39103
2022-02-22T00:00:00.000Z,11829,19833,31664
2022-02-23T00:00:00.000Z,13552,18118,31671
2022-02-24T00:00:00.000Z,10107,16311,26419
2022-02-25T00:00:00.000Z,8321,13536,21857
2022-02-26T00:00:00.000Z,504,8195,8700
2022-02-27T00:00:00.000Z,383,1477,1861
2022-02-28T00:00:00.000Z,9783,12374,22158
2022-03-01T00:00:00.000Z,12684,14052,26737
2022-03-02T00:00:00.000Z,13102,22293,35396
2022-03-03T00:00:00.000Z,13749,23165,36914
2022-03-04T00:00:00.000Z,12464,24372,36837
2022-03-05T00:00:00.000Z,788,4154,4943
2022-03-06T00:00:00.000Z,850,1300,2150
2022-03-07T00:00:00.000Z,12026,23577,35603
2022-03-08T00:00:00.000Z,19254,60842,80098
2022-03-09T00:00:00.000Z,9254,26355,35610
2022-03-10T00:00:00.000Z,8402,15345,23747
2022-03-11T00:00:00.000Z,5956,14462,20419
2022-03-12T00:00:00.000Z,748,3366,4115
2022-03-13T00:00:00.000Z,746,1688,2435
2022-03-14T00:00:00.000Z,11393,27831,39225
2022-03-15T00:00:00.000Z,11581,14956,26537
2022-03-16T00:00:00.000Z,11286,21938,33224
2022-03-17T00:00:00.000Z,11217,13902,25120
2022-03-18T00:00:00.000Z,9319,19310,28629
2022-03-19T00:00:00.000Z,1204,4277,5482
2022-03-20T00:00:00.000Z,983,2066,3049
2022-03-21T00:00:00.000Z,12006,16485,28492
2022-03-22T00:00:00.000Z,6014,19496,25510
2022-03-23T00:00:00.000Z,6253,12646,18899
2022-03-24T00:00:00.000Z,8000,24305,32305
2022-03-25T00:00:00.000Z,6677,26602,33280
2022-03-26T00:00:00.000Z,640,3745,4386
2022-03-27T00:00:00.000Z,516,846,1363
2022-03-28T00:00:00.000Z,4958,6802,11761
2022-03-29T00:00:00.000Z,4404,9617,14021
2022-03-30T00:00:00.000Z,4128,9917,14046
2022-03-31T00:00:00.000Z,5174,6945,12120
2022-04-01T00:00:00.000Z,7030,9891,16922
2022-04-02T00:00:00.000Z,479,2600,3080
2022-04-03T00:00:00.000Z,559,4239,4799
2022-04-04T00:00:00.000Z,7872,11318,19191
2022-04-05T00:00:00.000Z,8254,16043,24298
2022-04-06T00:00:00.000Z,9530,18775,28306
2022-04-07T00:00:00.000Z,8912,15492,24405
2022-04-08T00:00:00.000Z,8709,13886,22595
2022-04-09T00:00:00.000Z,750,4322,5073
2022-04-10T00:00:00.000Z,611,1884,2496
2022-04-11T00:00:00.000Z,10288,18816,29104
2022-04-12T00:00:00.000Z,9888,16345,26233
2022-04-13T00:00:00.000Z,,,
