Time,Active for V03,Ballooned memory for V03,Consumed for V03,Granted for V03,Shared for V03,Compressed for V03
2022-03-30T04:00:00.000Z,99841400,0,1231177980,1205062660,1180525,0
2022-03-30T06:00:00.000Z,140287504,0,1231134340,1205050110,1180312,0
2022-03-30T08:00:00.000Z,144061472,0,1231134340,1205046530,1180746,0
2022-03-30T10:00:00.000Z,152327248,0,1231283460,1205063170,1180782,0
2022-03-30T12:00:00.000Z,136919008,0,1231482750,1205063810,1179617,0
2022-03-30T14:00:00.000Z,92635360,0,1231187580,1205067010,1180533,0
2022-03-30T16:00:00.000Z,81445200,0,1231124740,1205070850,1180354,0
2022-03-30T18:00:00.000Z,77493272,0,1231138820,1205076990,1179044,0
2022-03-30T20:00:00.000Z,81321448,0,1231143940,1205083780,1178655,0
2022-03-30T22:00:00.000Z,81335960,0,1231150850,1205088130,1179911,0
2022-03-31T00:00:00.000Z,84100616,0,1231175170,1205091070,1180801,0
2022-03-31T02:00:00.000Z,93794480,0,1231152640,1205093890,1179858,0
2022-03-31T04:00:00.000Z,114659344,0,1231185020,1205097090,1180430,0
2022-03-31T06:00:00.000Z,165975840,0,1231162620,1205098750,1179769,0
2022-03-31T08:00:00.000Z,162166688,0,1231183620,1205104260,1179647,0
2022-03-31T10:00:00.000Z,160614016,0,1231188990,1205113730,1179966,0
2022-03-31T12:00:00.000Z,140153728,0,1231212160,1205147390,1179315,0
2022-03-31T14:00:00.000Z,90808648,0,1231210240,1205159170,1180262,0
2022-03-31T16:00:00.000Z,87114784,0,1231194240,1205184380,1179864,0
2022-03-31T18:00:00.000Z,80245728,0,1231217150,1205167490,1180071,0
2022-03-31T20:00:00.000Z,80016744,0,1231224580,1205172480,1179448,0
2022-03-31T22:00:00.000Z,88079256,0,1231221630,1205175300,1180925,0
2022-04-01T00:00:00.000Z,83577360,0,1231258110,1205177470,1179862,0
2022-04-01T02:00:00.000Z,79804624,0,1231239550,1205179520,1179934,0
2022-04-01T04:00:00.000Z,102710864,0,1231259390,1205179650,1179661,0
2022-04-01T06:00:00.000Z,149775808,0,1231311490,1205216770,1176872,0
2022-04-01T08:00:00.000Z,178621072,0,1231248130,1205178240,1177999,0
2022-04-01T10:00:00.000Z,153133136,0,1231353090,1205282180,1178035,0
2022-04-01T12:00:00.000Z,137174384,0,1231542020,1205478910,1178555,0
2022-04-01T14:00:00.000Z,90318424,0,1231543040,1205484540,1177892,0
2022-04-01T16:00:00.000Z,82586808,0,1231543680,1205489280,1177485,0
2022-04-01T18:00:00.000Z,82421560,0,1231539070,1205494910,1177691,0
2022-04-01T20:00:00.000Z,81565512,0,1231552640,1205500290,1176477,0
2022-04-01T22:00:00.000Z,86531760,0,1231570820,1205504770,1177978,0
2022-04-02T00:00:00.000Z,90765808,0,1231619580,1205506430,1178534,0
2022-04-02T02:00:00.000Z,102240800,0,1231588220,1205508220,1177695,0
2022-04-02T04:00:00.000Z,98378344,0,1231595650,1205510270,1178416,0
2022-04-02T06:00:00.000Z,123106280,0,1231552770,1205512060,1178549,0
2022-04-02T08:00:00.000Z,100213736,0,1231557630,1205514240,1176436,0
2022-04-02T10:00:00.000Z,89200224,0,1231566720,1205515900,1176851,0
2022-04-02T12:00:00.000Z,88436064,0,1231563520,1205515780,1177365,0
2022-04-02T14:00:00.000Z,85512400,0,1231558780,1205515900,1177190,0
2022-04-02T16:00:00.000Z,85509816,0,1231563520,1205515900,1177044,0
2022-04-02T18:00:00.000Z,71020288,0,1231560190,1205517820,1176750,0
2022-04-02T20:00:00.000Z,71598824,0,1231564540,1205523200,1175720,0
2022-04-02T22:00:00.000Z,87213280,0,1231585020,1205526400,1174848,0
2022-04-03T00:00:00.000Z,93284488,0,1231606270,1205528580,1176934,0
2022-04-03T02:00:00.000Z,90712256,0,1231592960,1205530750,1177326,0
2022-04-03T04:00:00.000Z,92235328,0,1231614980,1205532290,1176736,0
2022-04-03T06:00:00.000Z,94705536,0,1231583870,1205532420,1176148,0
2022-04-03T08:00:00.000Z,96238040,0,1231590530,1205533700,1177970,0
2022-04-03T10:00:00.000Z,106761904,0,1231602940,1205535740,1177121,0
2022-04-03T12:00:00.000Z,103986392,0,1231610500,1205537150,1177932,0
2022-04-03T14:00:00.000Z,104164176,0,1231620990,1205537280,1177415,0
2022-04-03T16:00:00.000Z,100438976,0,1231609220,1205539200,1176921,0
2022-04-03T18:00:00.000Z,101457328,0,1231607810,1205540740,1178376,0
2022-04-03T20:00:00.000Z,97150432,0,1231610240,1205541120,1177057,0
2022-04-03T22:00:00.000Z,87960944,0,1231633540,1205543420,1176785,0
2022-04-04T00:00:00.000Z,84040104,0,1231644290,1205545220,1176814,0
2022-04-04T02:00:00.000Z,72448912,0,1231653380,1205545090,1174412,0
2022-04-04T04:00:00.000Z,99162888,0,1231674620,1205547260,1176923,0
2022-04-04T06:00:00.000Z,148315824,0,1231658370,1205550980,1175417,0
2022-04-04T08:00:00.000Z,168959792,0,1231679620,1205553280,1175609,0
2022-04-04T10:00:00.000Z,148050016,0,1231681790,1205555070,1176596,0
2022-04-04T12:00:00.000Z,152469328,0,1231666300,1205555330,1175560,0
2022-04-04T14:00:00.000Z,115272320,0,1231674370,1205564670,1176541,0
2022-04-04T16:00:00.000Z,96990216,0,1231668860,1205565700,1175897,0
2022-04-04T18:00:00.000Z,97307736,0,1231655940,1205567100,1174735,0
2022-04-04T20:00:00.000Z,86472712,0,1231646850,1205569280,1177142,0
2022-04-04T22:00:00.000Z,90719696,0,1231648770,1205571840,1175240,0
2022-04-05T00:00:00.000Z,84691960,0,1231720700,1205575040,1177826,0
2022-04-05T02:00:00.000Z,79592624,0,1231689600,1205576960,1176850,0
2022-04-05T04:00:00.000Z,105561824,0,1231702020,1205579260,1175645,0
2022-04-05T06:00:00.000Z,140332016,0,1231705340,1205597060,1176788,0
2022-04-05T08:00:00.000Z,141035120,0,1231727740,1205615490,1175722,0
2022-04-05T10:00:00.000Z,147957568,0,1231734020,1205617410,1176938,0
2022-04-05T12:00:00.000Z,149090704,0,1231725570,1205619330,1176522,0
2022-04-05T14:00:00.000Z,105562752,0,1231727870,1205621250,1176238,0
2022-04-05T16:00:00.000Z,93464056,0,1231705860,1205623170,1175427,0
2022-04-05T18:00:00.000Z,89615872,0,1231700860,1205625220,1177470,0
2022-04-05T20:00:00.000Z,89167528,0,1231707140,1205627140,1176609,0
2022-04-05T22:00:00.000Z,84910496,0,1231699070,1205629180,1175864,0
2022-04-06T00:00:00.000Z,84756568,0,1231729410,1205629310,1177004,0
2022-04-06T02:00:00.000Z,87472472,0,1231733250,1205630980,1176884,0
2022-04-06T04:00:00.000Z,114793320,0,1231720830,1205631360,1176801,0
2022-04-06T06:00:00.000Z,152543680,0,1231714300,1205632900,1173904,0
2022-04-06T08:00:00.000Z,171880560,0,1231745280,1205635710,1173306,0
2022-04-06T10:00:00.000Z,157410736,0,1231730300,1205637630,1174494,0
2022-04-06T12:00:00.000Z,163554352,0,1231728640,1205635070,1173497,0
2022-04-06T14:00:00.000Z,114315936,0,1232081410,1205639420,1175099,0
2022-04-06T16:00:00.000Z,87889480,0,1231780610,1205642500,1173939,0
2022-04-06T18:00:00.000Z,86591480,0,1231720580,1205647870,1174499,0
2022-04-06T20:00:00.000Z,97100104,0,1231724670,1205654140,1174470,0
2022-04-06T22:00:00.000Z,98811960,0,1231723390,1205658620,1173334,0
2022-04-07T00:00:00.000Z,88421368,0,1231745660,1205660420,1172384,0
2022-04-07T02:00:00.000Z,77937744,0,1231784830,1205662460,1175828,0
2022-04-07T04:00:00.000Z,107525656,0,1231788670,1205664510,1174734,0
2022-04-07T06:00:00.000Z,146211392,0,1231772670,1205666300,1173448,0
2022-04-07T08:00:00.000Z,152934208,0,1231764610,1205666180,1172931,0
2022-04-07T10:00:00.000Z,153956384,0,1231762430,1205672060,1172553,0
2022-04-07T12:00:00.000Z,151996336,0,1231765250,1205678210,1173515,0
2022-04-07T14:00:00.000Z,105089256,0,1231756540,1205680260,1173631,0
2022-04-07T16:00:00.000Z,88411552,0,1231756930,1205684350,1174227,0
2022-04-07T18:00:00.000Z,83555624,0,1231768060,1205692290,1174413,0
2022-04-07T20:00:00.000Z,82636504,0,1231787780,1205699460,1173487,0
2022-04-07T22:00:00.000Z,90162184,0,1231811970,1205708800,1175105,0
2022-04-08T00:00:00.000Z,90211336,0,1231847940,1205722110,1174188,0
2022-04-08T02:00:00.000Z,91084640,0,1231812100,1205722370,1174949,0
2022-04-08T04:00:00.000Z,116194704,0,1231839230,1205722110,1174065,0
2022-04-08T06:00:00.000Z,157508576,0,1231807230,1205722370,1173327,0
2022-04-08T08:00:00.000Z,158623296,0,1231812350,1205723780,1171785,0
2022-04-08T10:00:00.000Z,163399136,0,1231820670,1205724670,1172502,0
2022-04-08T12:00:00.000Z,154130704,0,1231831680,1205726980,1174257,0
2022-04-08T14:00:00.000Z,107698360,0,1231830530,1205730690,1174314,0
2022-04-08T16:00:00.000Z,83544312,0,1231824380,1205732860,1174439,0
2022-04-08T18:00:00.000Z,80222312,0,1231835520,1205741700,1174826,0
2022-04-08T20:00:00.000Z,74095416,0,1231856640,1205745920,1173263,0
2022-04-08T22:00:00.000Z,90589264,0,1231846020,1205750270,1174217,0
2022-04-09T00:00:00.000Z,85419752,0,1231894140,1205752580,1175083,0
2022-04-09T02:00:00.000Z,98489376,0,1231857020,1205754500,1174732,0
2022-04-09T04:00:00.000Z,101410608,0,1231879810,1205756540,1175063,0
2022-04-09T06:00:00.000Z,93042680,0,1231847420,1205756800,1175123,0
2022-04-09T08:00:00.000Z,85433368,0,1231848320,1205758210,1175133,0
2022-04-09T10:00:00.000Z,84357456,0,1231840380,1205760260,1174414,0
2022-04-09T12:00:00.000Z,86573024,0,1231842050,1205760900,1175502,0
2022-04-09T14:00:00.000Z,82327568,0,1231848190,1205762180,1173944,0
2022-04-09T16:00:00.000Z,82082608,0,1231839360,1205764220,1174639,0
2022-04-09T18:00:00.000Z,83004760,0,1231846140,1205764990,1174188,0
2022-04-09T20:00:00.000Z,79787560,0,1231856000,1205765120,1174382,0
2022-04-09T22:00:00.000Z,76266496,0,1231854980,1205766910,1173009,0
2022-04-10T00:00:00.000Z,76436632,0,1231880960,1205771780,1173656,0
2022-04-10T02:00:00.000Z,67086160,0,1231876480,1205773440,1172783,0
2022-04-10T04:00:00.000Z,75914152,0,1231909380,1205773570,1174826,0
2022-04-10T06:00:00.000Z,70584128,0,1231869060,1205773570,1175323,0
2022-04-10T08:00:00.000Z,74972432,0,1231863300,1205773950,1174966,0
2022-04-10T10:00:00.000Z,80495512,0,1231854460,1205775740,1173691,0
2022-04-10T12:00:00.000Z,82701952,0,1231855870,1205775360,1174807,0
2022-04-10T14:00:00.000Z,75788048,0,1231852540,1205775230,1173351,0
2022-04-10T16:00:00.000Z,81509784,0,1231845120,1205775740,1174354,0
2022-04-10T18:00:00.000Z,80950312,0,1231851390,1205775740,1173966,0
2022-04-10T20:00:00.000Z,77965520,0,1231857540,1205775740,1172933,0
2022-04-10T22:00:00.000Z,84958568,0,1231861630,1205783680,1174553,0
2022-04-11T00:00:00.000Z,76433768,0,1231891840,1205792130,1174326,0
2022-04-11T02:00:00.000Z,84003304,0,1231868290,1205791740,1173739,0
2022-04-11T04:00:00.000Z,112492208,0,1231920900,1205792000,1174099,0
2022-04-11T06:00:00.000Z,149244272,0,1231901310,1205791870,1173965,0
2022-04-11T08:00:00.000Z,159817728,0,1231896960,1205791870,1173364,0
2022-04-11T10:00:00.000Z,170668064,0,1231894020,1205792130,1172572,0
2022-04-11T12:00:00.000Z,150859168,0,1231893120,1205791870,1172695,0
2022-04-11T14:00:00.000Z,125415928,0,1231869310,1205791870,1173477,0
2022-04-11T16:00:00.000Z,98862000,0,1231872900,1205792000,1173648,0
2022-04-11T18:00:00.000Z,72665280,0,1231865090,1205791740,1174772,0
2022-04-11T20:00:00.000Z,67009524,0,1231865340,1205793790,1174259,0
2022-04-11T22:00:00.000Z,82294464,0,1231878780,1205794940,1174532,0
2022-04-12T00:00:00.000Z,75978416,0,1231928960,1205796610,1174682,0
2022-04-12T02:00:00.000Z,84337744,0,1231898750,1205796740,1174444,0
2022-04-12T04:00:00.000Z,111463264,0,1231920000,1205796740,1173373,0
2022-04-12T06:00:00.000Z,144880416,0,1231869820,1205796350,1174317,0
2022-04-12T08:00:00.000Z,154053424,0,1231882880,1205796860,1174039,0
2022-04-12T10:00:00.000Z,151210480,0,1231897220,1205796350,1173194,0
